createAt,manageObject,M8001C427,M8001C428,M8001C430,M8001C431,M8001C432,M8001C433,M8001C0,M8001C1,M8001C2,M8001C4,M8001C11,M8001C12,M8001C132,M8001C133,M8001C135,M8001C136,M8001C137,M8001C138,M8001C139,M8001C140,M8001C141,M8001C142,M8001C143,M8001C144,M8001C145,M8001C146,M8001C153,M8001C154,M8001C155,M8001C213,M8001C214,M8001C215,M8001C222,M8001C270,M8001C313,M8001C8,M8001C9,M8001C10,M8001C45,M8001C46,M8001C47,M8001C48,M8001C49,M8001C50,M8001C51,M8001C52,M8001C53,M8001C54,M8001C56,M8001C57,M8001C58,M8001C59,M8001C60,M8001C61,M8001C63,M8001C64,M8001C65,M8001C66,M8001C67,M8001C68,M8001C69,M8001C70,M8001C71,M8001C72,M8001C73,M8001C103,M8001C104,M8001C105,M8001C106,M8001C107,M8001C108,M8001C109,M8001C110,M8001C111,M8001C112,M8001C114,M8001C115,M8001C116,M8001C117,M8001C118,M8001C119,M8001C121,M8001C122,M8001C123,M8001C124,M8001C125,M8001C126,M8001C127,M8001C128,M8001C129,M8001C130,M8001C156,M8001C158,M8001C159,M8001C160,M8001C161,M8001C162,M8001C163,M8001C164,M8001C165,M8001C167,M8001C170,M8001C202,M8001C204,M8001C207,M8001C208,M8001C216,M8001C218,M8001C219,M8001C220,M8001C236,M8001C237,M8001C238,M8001C239,M8001C240,M8001C241,M8001C244,M8001C421,M8001C422,M8001C423,M8001C6,M8001C13,M8001C14,M8001C15,M8001C16,M8001C17,M8001C18,M8001C19,M8001C20,M8001C21,M8001C22,M8001C23,M8001C24,M8001C25,M8001C26,M8001C27,M8001C28,M8001C29,M8001C30,M8001C31,M8001C32,M8001C33,M8001C34,M8001C35,M8001C36,M8001C37,M8001C38,M8001C39,M8001C40,M8001C41,M8001C42,M8001C43,M8001C44,M8001C74,M8001C75,M8001C76,M8001C77,M8001C78,M8001C79,M8001C80,M8001C81,M8001C82,M8001C83,M8001C84,M8001C85,M8001C86,M8001C87,M8001C88,M8001C89,M8001C90,M8001C91,M8001C92,M8001C93,M8001C94,M8001C95,M8001C96,M8001C97,M8001C98,M8001C99,M8001C100,M8001C101,M8001C102,M8001C177,M8001C178,M8001C179,M8001C180,M8001C181,M8001C182,M8001C183,M8001C184,M8001C185,M8001C186,M8001C187,M8001C188,M8001C189,M8001C190,M8001C191,M8001C192,M8001C194,M8001C195,M8001C197,M8001C217,M8001C274,M8001C275,M8001C276,M8001C277,M8001C278,M8001C279,M8001C280,M8001C281,M8001C286,M8001C292,M8001C293,M8001C294,M8001C303,M8001C304,M8001C424,M8001C425,M8001C435,M8001C436,M8001C437,M8001C438,M8001C439,M8001C440,M8001C441,M8001C442,M8001C443,M8001C444,M8001C445,M8001C446,M8001C447,M8001C448,M8001C449,M8001C450,M8001C451,M8001C452,M8001C453,M8001C454,M8001C455,M8001C456,M8001C457,M8001C458,M8001C459,M8001C460,M8001C461,M8001C462,M8001C463,M8001C464,M8001C465,M8001C466,M8001C467,M8001C468,M8001C469,M8001C470,M8001C471,M8001C472,M8001C473,M8001C474,M8001C475,M8001C476,M8001C477,M8001C478,M8001C479,M8001C480,M8001C481,M8001C482,M8001C483,M8001C484,M8001C485,M8001C486,M8001C487,M8001C131,M8001C193,M8001C196,M8001C291,M8001C488,M8001C209,M8001C55,M8001C168,M8001C171,M8001C172,M8001C174,M8001C175,M8001C157,M8001C203,M8001C169,M8001C176,M8001C205,M8001C426,M8001C206,M8001C62,M8001C243,M8001C242,M8001C7,M8001C113,M8001C120,M8001C166
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-621901,104.0,5.0,7.0,21.0,28.0,44.0,2.0,759.0,31.0,,200660,20309.0,154516.0,2047.0,38144.0,1012.0,125381.0,3411.0,27560.0,11115.0,124260.0,37476.0,2.0,155.0,156.0,154693.0,38140.0,152460.0,68.0,1.0,82.0,669.0,618.0,31.0,31.0,24292.0,2484.0,90000,2898.0,1789.0,7633.0,522.0,470.0,1070.0,256.0,719.0,274.0,306.0,436.0,929.0,1794.0,2338.0,2748.0,1460.0,2240.0,2360.0,2168.0,3413.0,5910.0,8861.0,7790.0,13372.0,8292.0,41864.0,36785.0,31.0,43.0,15.0,9.0,19.0,36.0,12.0,48.0,15.0,37.0,25.0,91.0,68.0,128.0,134.0,110.0,275.0,233.0,224.0,285.0,509.0,964.0,996.0,1566.0,993.0,2897.0,3.0,1.0,,,1.0,,2.0,1.0,1.0,,2.0,3.0,1.0,1.0,8.0,25,151875,618.0,2484.0,13.0,24.0,382.0,5.0,13.0,25.0,1.0,65.0,60.0,56.0,24245.0,33573.0,1132.0,30862.0,2408.0,1270.0,6200.0,741.0,2842.0,25018.0,376.0,397.0,290.0,316.0,314.0,327.0,302.0,312.0,363.0,269.0,278.0,295.0,472.0,461.0,370.0,236.0,525.0,5324.0,550.0,462.0,439.0,1641.0,12765.0,107.0,90.0,176.0,30.0,129.0,225.0,33.0,43.0,35.0,32.0,20.0,40.0,27.0,38.0,55.0,57.0,40.0,35.0,30.0,44.0,5.0,35.0,43.0,76.0,19.0,9.0,17.0,14.0,125.0,129.0,33.0,890.0,9.0,129.0,123.0,4.0,2.0,5.0,9.0,7.0,4.0,1.0,6.0,10.0,2.0,5.0,6.0,1.0,21,453.0,407.0,1575.0,12422.0,9.0,14.0,14.0,66.0,1264.0,4.0,13.0,63.0,264.0,5713.0,,,1907.0,1035.0,3360.0,676.0,2187.0,24694.0,339.0,352.0,246.0,258.0,278.0,280.0,273.0,267.0,306.0,214.0,228.0,255.0,422.0,403.0,359.0,193.0,473.0,5196.0,528.0,55.0,48.0,106.0,18.0,81.0,174.0,24.0,36.0,25.0,22.0,12.0,26.0,18.0,28.0,37.0,44.0,36.0,23.0,24.0,34.0,5.0,27.0,32.0,37.0,14.0,4.0,5.0,18.0,2645.0,3.0,4.0,,2.0,3.0,,2.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,1.0,,3.0,,1.0,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-621901,168.0,6.0,27.0,33.0,41.0,61.0,2.0,688.0,28.0,,196757,16532.0,144029.0,2238.0,58518.0,1127.0,118458.0,1235.0,42082.0,14639.0,117215.0,56081.0,,92.0,178.0,145812.0,58503.0,143525.0,18.0,1.0,93.0,669.0,634.0,28.0,28.0,35541.0,2708.0,90000,3113.0,1494.0,11606.0,481.0,471.0,1048.0,204.0,543.0,281.0,312.0,192.0,320.0,2610.0,1422.0,4095.0,1547.0,2374.0,4376.0,6438.0,6997.0,8811.0,8859.0,6794.0,11154.0,8110.0,35939.0,21415.0,36.0,11.0,51.0,4.0,6.0,7.0,9.0,9.0,10.0,16.0,12.0,9.0,12.0,47.0,69.0,49.0,137.0,319.0,483.0,758.0,972.0,1069.0,824.0,1644.0,1076.0,2812.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,,,,6.0,12.0,16.0,3.0,3.0,25,151875,635.0,2708.0,,5.0,398.0,,3.0,20.0,1.0,104.0,94.0,89.0,35449.0,49511.0,2477.0,41424.0,1279.0,1751.0,5057.0,2092.0,4017.0,36399.0,407.0,582.0,467.0,445.0,524.0,584.0,623.0,601.0,833.0,817.0,914.0,1312.0,2736.0,1491.0,615.0,838.0,1606.0,11651.0,4248.0,1198.0,972.0,3043.0,6311.0,36.0,81.0,232.0,185.0,210.0,247.0,42.0,39.0,24.0,22.0,22.0,45.0,78.0,40.0,92.0,83.0,83.0,113.0,156.0,115.0,26.0,110.0,155.0,198.0,143.0,175.0,98.0,130.0,259.0,8.0,52.0,273.0,2.0,193.0,103.0,1.0,1.0,5.0,2.0,4.0,7.0,4.0,3.0,3.0,1.0,4.0,14.0,2.0,21,1028.0,867.0,2818.0,5895.0,127.0,70.0,88.0,152.0,1715.0,9.0,27.0,64.0,224.0,5802.0,,,1173.0,1481.0,3736.0,1901.0,2970.0,36060.0,361.0,529.0,427.0,417.0,483.0,515.0,522.0,553.0,734.0,731.0,825.0,1193.0,2566.0,1375.0,577.0,721.0,1431.0,11403.0,4095.0,25.0,57.0,178.0,166.0,175.0,219.0,30.0,31.0,22.0,19.0,20.0,37.0,62.0,33.0,67.0,71.0,67.0,82.0,112.0,77.0,19.0,80.0,136.0,168.0,120.0,6.0,9.0,15.0,2738.0,5.0,5.0,10.0,7.0,,,,8.0,3.0,5.0,6.0,,35.0,1.0,9.0,6.0,,1.0,,1.0,,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-621901,204.0,6.0,43.0,28.0,73.0,52.0,2.0,759.0,64.0,1.0,177096,19023.0,122751.0,2128.0,44876.0,1177.0,101092.0,3489.0,26477.0,11962.0,99855.0,37934.0,7.0,99.0,183.0,123009.0,44854.0,120756.0,47.0,1.0,138.0,936.0,580.0,64.0,64.0,26155.0,2775.0,90000,3118.0,1991.0,8320.0,403.0,242.0,968.0,217.0,576.0,280.0,350.0,332.0,796.0,2257.0,2014.0,3794.0,1525.0,1217.0,2045.0,3095.0,4136.0,7612.0,11055.0,8903.0,14677.0,10600.0,33530.0,9667.0,39.0,6.0,13.0,15.0,2.0,3.0,,8.0,,10.0,14.0,21.0,44.0,105.0,85.0,99.0,194.0,186.0,259.0,306.0,612.0,1060.0,913.0,1656.0,1604.0,2870.0,5.0,2.0,3.0,,,,,,,1.0,1.0,2.0,4.0,2.0,9.0,25,151875,580.0,2775.0,,8.0,551.0,,2.0,28.0,,120.0,117.0,114.0,26031.0,33085.0,1220.0,29802.0,873.0,777.0,2167.0,82.0,2478.0,26338.0,69.0,116.0,66.0,82.0,81.0,91.0,114.0,127.0,139.0,153.0,205.0,251.0,482.0,684.0,345.0,525.0,999.0,7639.0,2620.0,1517.0,1929.0,3698.0,9462.0,29.0,74.0,178.0,5.0,60.0,101.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,5.0,1.0,10.0,5.0,9.0,11.0,7.0,29.0,43.0,67.0,111.0,99.0,81.0,112.0,367.0,84.0,58.0,86.0,1.0,171.0,72.0,,2.0,,1.0,2.0,,1.0,,,,4.0,2.0,,21,1399.0,1806.0,3499.0,8819.0,91.0,78.0,100.0,329.0,1392.0,9.0,20.0,79.0,156.0,3842.0,,,479.0,463.0,1554.0,75.0,1659.0,26168.0,66.0,104.0,65.0,75.0,66.0,87.0,109.0,125.0,134.0,152.0,185.0,226.0,464.0,647.0,338.0,479.0,911.0,7489.0,2468.0,22.0,36.0,98.0,4.0,29.0,82.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,5.0,1.0,10.0,4.0,9.0,11.0,7.0,27.0,36.0,63.0,98.0,4.0,12.0,24.0,793.0,2.0,6.0,6.0,10.0,2.0,,,,1.0,1.0,,,1.0,1.0,1.0,2.0,,4.0,,,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-621901,120.0,7.0,9.0,25.0,35.0,46.0,2.0,761.0,121.0,1.0,307484,33648.0,204568.0,1925.0,74374.0,1013.0,231715.0,1592.0,111568.0,15020.0,230585.0,129218.0,13.0,1296.0,3389.0,206175.0,74370.0,203893.0,434.0,1.0,145.0,945.0,587.0,121.0,121.0,38148.0,2748.0,90000,6293.0,6877.0,6506.0,1806.0,2247.0,4640.0,8530.0,11720.0,15538.0,9434.0,9653.0,9807.0,10300.0,13818.0,10057.0,5045.0,8822.0,6571.0,5848.0,6610.0,10487.0,13025.0,11008.0,23859.0,13596.0,31106.0,14355.0,115.0,65.0,73.0,73.0,129.0,211.0,430.0,690.0,1374.0,1439.0,1282.0,1032.0,872.0,1262.0,1134.0,670.0,1025.0,659.0,660.0,674.0,860.0,1273.0,1191.0,1936.0,2444.0,3513.0,2.0,,,1.0,,1.0,2.0,,,1.0,1.0,3.0,9.0,7.0,10.0,25,151875,586.0,2748.0,139.0,203.0,837.0,5.0,6.0,19.0,,98.0,90.0,84.0,38084.0,112272.0,10868.0,62003.0,13529.0,14329.0,31977.0,11283.0,8658.0,43120.0,4445.0,4733.0,3638.0,3662.0,3538.0,3392.0,3310.0,2926.0,2921.0,2401.0,2479.0,4149.0,5090.0,1742.0,617.0,916.0,1260.0,4099.0,1174.0,878.0,690.0,1467.0,2718.0,738.0,1264.0,3701.0,1186.0,839.0,588.0,361.0,520.0,301.0,279.0,253.0,339.0,288.0,343.0,357.0,253.0,239.0,200.0,239.0,116.0,34.0,128.0,148.0,179.0,157.0,122.0,50.0,68.0,62.0,163.0,131.0,1836.0,131.0,194.0,165.0,34.0,34.0,19.0,17.0,22.0,23.0,9.0,12.0,11.0,6.0,15.0,14.0,5.0,21,764.0,627.0,1364.0,2617.0,103.0,42.0,52.0,41.0,2123.0,5.0,12.0,20.0,260.0,21516.0,,,12156.0,12698.0,22663.0,9692.0,7212.0,42325.0,3994.0,4152.0,3292.0,3344.0,3231.0,2989.0,3001.0,2556.0,2539.0,2135.0,2217.0,3925.0,4861.0,1636.0,580.0,796.0,1114.0,3865.0,1020.0,615.0,923.0,2474.0,974.0,651.0,472.0,264.0,416.0,255.0,232.0,203.0,302.0,253.0,304.0,320.0,225.0,219.0,165.0,187.0,74.0,21.0,100.0,108.0,148.0,135.0,10.0,10.0,21.0,1495.0,9.0,15.0,8.0,4.0,,,1.0,2.0,1.0,1.0,3.0,1.0,11.0,1.0,6.0,6.0,,1.0,1.0,,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-621901,103.0,6.0,9.0,9.0,26.0,53.0,3.0,759.0,88.0,,123227,14260.0,21646.0,2013.0,16150.0,1036.0,52481.0,1512.0,63949.0,7202.0,51420.0,72038.0,17.0,1581.0,1047.0,24456.0,16150.0,21420.0,919.0,1.0,49.0,199.0,624.0,88.0,88.0,18512.0,2985.0,90000,24015.0,6696.0,7590.0,4061.0,2607.0,2854.0,1923.0,2176.0,1725.0,1088.0,1314.0,1579.0,1936.0,2177.0,1679.0,1288.0,1798.0,1324.0,880.0,719.0,559.0,605.0,484.0,676.0,646.0,2004.0,567.0,3284.0,466.0,512.0,477.0,288.0,319.0,266.0,168.0,181.0,115.0,151.0,135.0,91.0,141.0,114.0,89.0,258.0,163.0,110.0,130.0,79.0,49.0,51.0,63.0,59.0,196.0,133.0,3.0,6.0,1.0,2.0,2.0,1.0,4.0,1.0,,,,,,,25,151875,624.0,2985.0,564.0,34.0,37.0,101.0,6.0,1.0,,79.0,72.0,66.0,18449.0,59540.0,11057.0,43324.0,16467.0,9705.0,42285.0,6491.0,4474.0,20076.0,967.0,1088.0,770.0,701.0,545.0,527.0,456.0,388.0,363.0,308.0,326.0,306.0,428.0,347.0,247.0,134.0,310.0,3453.0,259.0,176.0,230.0,890.0,1204.0,1671.0,1147.0,7836.0,1015.0,470.0,294.0,113.0,142.0,60.0,50.0,47.0,73.0,77.0,64.0,52.0,31.0,44.0,23.0,23.0,21.0,2.0,14.0,24.0,17.0,10.0,12.0,14.0,27.0,19.0,70.0,193.0,1769.0,5.0,110.0,57.0,5.0,13.0,7.0,2.0,1.0,3.0,4.0,3.0,2.0,,1.0,,,21,163.0,208.0,822.0,1142.0,12.0,14.0,22.0,19.0,1225.0,2.0,11.0,10.0,127.0,23211.0,,,14297.0,7869.0,26493.0,5450.0,3546.0,19725.0,845.0,924.0,689.0,645.0,493.0,445.0,373.0,319.0,310.0,275.0,273.0,279.0,402.0,316.0,244.0,116.0,282.0,3388.0,250.0,1357.0,857.0,5105.0,909.0,381.0,259.0,99.0,108.0,45.0,40.0,37.0,58.0,57.0,51.0,43.0,26.0,38.0,20.0,17.0,13.0,2.0,10.0,23.0,15.0,8.0,2.0,1.0,11.0,91.0,4.0,3.0,1.0,1.0,2.0,,3.0,,,,1.0,4.0,,,,,,,,,11.0,,,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-621901,82.0,6.0,9.0,13.0,10.0,50.0,2.0,342.0,48.0,,122209,7419.0,52064.0,1684.0,20371.0,913.0,52407.0,506.0,22692.0,6609.0,51433.0,29403.0,22.0,1123.0,560.0,53811.0,20371.0,51832.0,6.0,1.0,117.0,563.0,564.0,48.0,48.0,6230.0,3301.0,90000,1553.0,1274.0,4573.0,368.0,207.0,821.0,168.0,703.0,208.0,293.0,427.0,401.0,1085.0,1261.0,1941.0,1479.0,3719.0,4487.0,5494.0,5934.0,8366.0,7419.0,4028.0,3911.0,1220.0,3963.0,2260.0,49.0,21.0,6.0,11.0,3.0,7.0,4.0,17.0,4.0,1.0,13.0,34.0,22.0,18.0,46.0,47.0,318.0,377.0,536.0,611.0,751.0,1002.0,531.0,524.0,160.0,356.0,4.0,1.0,,,,,,,,,,,,,,25,151875,564.0,3301.0,2.0,2.0,185.0,,,4.0,,58.0,57.0,56.0,6191.0,25814.0,2500.0,18350.0,1114.0,1542.0,13610.0,775.0,2159.0,6831.0,720.0,1088.0,1111.0,1095.0,888.0,874.0,803.0,713.0,832.0,837.0,903.0,1068.0,1196.0,835.0,364.0,254.0,567.0,3498.0,361.0,166.0,184.0,685.0,1592.0,60.0,105.0,2647.0,67.0,81.0,77.0,38.0,26.0,25.0,30.0,55.0,119.0,113.0,91.0,75.0,43.0,39.0,29.0,55.0,56.0,7.0,41.0,59.0,54.0,29.0,25.0,12.0,9.0,27.0,10.0,65.0,2239.0,2.0,84.0,27.0,,,,1.0,2.0,1.0,3.0,,1.0,4.0,3.0,2.0,4.0,21,137.0,160.0,657.0,1526.0,24.0,12.0,9.0,26.0,373.0,3.0,4.0,10.0,71.0,10256.0,,,1028.0,1222.0,5667.0,704.0,1705.0,6730.0,681.0,1059.0,1085.0,1060.0,824.0,743.0,679.0,619.0,757.0,782.0,858.0,1026.0,1131.0,760.0,338.0,214.0,484.0,3378.0,324.0,40.0,67.0,1147.0,63.0,57.0,68.0,34.0,25.0,23.0,30.0,51.0,111.0,104.0,89.0,70.0,40.0,39.0,27.0,55.0,55.0,6.0,38.0,59.0,54.0,29.0,1.0,5.0,15.0,196.0,1.0,4.0,1.0,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-621901,92.0,6.0,17.0,13.0,21.0,40.0,2.0,698.0,76.0,,283554,33034.0,189515.0,1816.0,72324.0,1005.0,209280.0,3826.0,51129.0,11136.0,208212.0,62103.0,,63.0,265.0,189887.0,72324.0,187652.0,46.0,1.0,129.0,845.0,623.0,76.0,76.0,3041.0,2747.0,90000,750.0,2717.0,6110.0,479.0,529.0,1470.0,1104.0,1908.0,1499.0,1453.0,1799.0,3332.0,6644.0,11816.0,11384.0,9599.0,24991.0,21650.0,21243.0,21306.0,18123.0,11756.0,6707.0,9504.0,6621.0,35328.0,14297.0,13.0,8.0,3.0,14.0,16.0,19.0,36.0,83.0,129.0,185.0,155.0,104.0,217.0,625.0,867.0,897.0,3370.0,2433.0,2304.0,2027.0,1932.0,1471.0,934.0,1106.0,1067.0,2740.0,,,2.0,,,,,,,,4.0,1.0,,1.0,7.0,25,151875,623.0,2747.0,1.0,36.0,552.0,1.0,2.0,47.0,1.0,59.0,57.0,56.0,2985.0,55265.0,3542.0,8091.0,2405.0,3050.0,5202.0,2980.0,4612.0,4898.0,1780.0,2560.0,2343.0,2352.0,2223.0,2158.0,1935.0,1959.0,2485.0,2241.0,2022.0,2025.0,2032.0,1467.0,351.0,520.0,760.0,4591.0,996.0,1039.0,1078.0,1512.0,3316.0,73.0,200.0,388.0,184.0,307.0,256.0,164.0,170.0,84.0,102.0,111.0,280.0,172.0,151.0,149.0,99.0,82.0,81.0,93.0,115.0,6.0,81.0,70.0,101.0,57.0,64.0,52.0,43.0,99.0,13.0,42.0,94.0,5.0,118.0,13.0,2.0,3.0,1.0,2.0,1.0,,,4.0,6.0,3.0,2.0,2.0,,21,949.0,1006.0,1433.0,3148.0,63.0,51.0,41.0,97.0,165.0,5.0,9.0,18.0,43.0,5384.0,,,2266.0,2648.0,4432.0,2783.0,3801.0,4630.0,1606.0,2379.0,2252.0,2235.0,2102.0,1872.0,1758.0,1803.0,2323.0,2127.0,1931.0,1929.0,1926.0,1341.0,340.0,434.0,662.0,4426.0,923.0,52.0,149.0,269.0,167.0,257.0,241.0,153.0,148.0,70.0,85.0,96.0,263.0,162.0,133.0,130.0,89.0,79.0,77.0,87.0,109.0,6.0,76.0,69.0,98.0,56.0,1.0,7.0,16.0,2093.0,2.0,4.0,7.0,3.0,,2.0,2.0,,1.0,2.0,1.0,,1.0,1.0,,2.0,,4.0,,,,,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-621901,74.0,7.0,11.0,5.0,26.0,27.0,2.0,762.0,59.0,,215031,22958.0,141882.0,1968.0,49528.0,1101.0,139257.0,3582.0,61703.0,11424.0,138070.0,73201.0,45.0,3085.0,628.0,142285.0,49527.0,139822.0,90.0,1.0,96.0,538.0,676.0,59.0,59.0,2543.0,2885.0,90000,4797.0,4311.0,7193.0,1618.0,927.0,1506.0,635.0,1469.0,688.0,724.0,1019.0,1128.0,3009.0,6481.0,6913.0,5508.0,15441.0,9785.0,8841.0,7810.0,8177.0,4799.0,3316.0,4772.0,4932.0,32482.0,27350.0,227.0,62.0,87.0,83.0,72.0,56.0,41.0,69.0,51.0,73.0,102.0,112.0,123.0,421.0,496.0,521.0,2171.0,1165.0,766.0,824.0,844.0,715.0,346.0,459.0,422.0,1803.0,7.0,6.0,,,,1.0,4.0,2.0,6.0,2.0,8.0,2.0,5.0,2.0,15.0,25,151875,676.0,2885.0,40.0,32.0,406.0,9.0,3.0,35.0,,43.0,39.0,36.0,2509.0,61642.0,8407.0,24986.0,7290.0,5759.0,31013.0,4592.0,4847.0,4656.0,1864.0,2073.0,1607.0,1494.0,1428.0,1312.0,1311.0,1160.0,1315.0,1293.0,1221.0,1239.0,1335.0,1019.0,514.0,471.0,885.0,3757.0,899.0,899.0,1162.0,2795.0,5825.0,365.0,441.0,7351.0,613.0,357.0,293.0,194.0,206.0,144.0,121.0,110.0,127.0,116.0,98.0,112.0,110.0,114.0,79.0,61.0,45.0,14.0,71.0,82.0,92.0,63.0,82.0,92.0,132.0,112.0,70.0,92.0,2553.0,9.0,125.0,17.0,4.0,6.0,7.0,3.0,6.0,1.0,2.0,2.0,8.0,5.0,5.0,9.0,1.0,21,792.0,1058.0,2595.0,5553.0,68.0,68.0,75.0,101.0,118.0,8.0,29.0,45.0,36.0,20135.0,,,6603.0,4973.0,17077.0,3955.0,3983.0,4323.0,1665.0,1853.0,1448.0,1363.0,1299.0,1180.0,1190.0,1057.0,1199.0,1173.0,1096.0,1157.0,1247.0,951.0,494.0,386.0,770.0,3613.0,811.0,274.0,317.0,4316.0,537.0,295.0,235.0,160.0,177.0,103.0,94.0,93.0,119.0,104.0,84.0,87.0,95.0,86.0,66.0,40.0,39.0,12.0,62.0,72.0,80.0,59.0,6.0,13.0,13.0,1972.0,9.0,6.0,11.0,6.0,6.0,,2.0,5.0,,,,1.0,3.0,5.0,4.0,1.0,,1.0,,1.0,,,,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-621901,74.0,6.0,9.0,9.0,19.0,32.0,2.0,754.0,35.0,,195622,20714.0,131738.0,2063.0,42846.0,1108.0,119414.0,3273.0,42586.0,12144.0,118205.0,53544.0,11.0,1171.0,357.0,132571.0,42846.0,130181.0,58.0,1.0,94.0,725.0,651.0,35.0,35.0,2447.0,3387.0,90000,2542.0,2262.0,8360.0,601.0,412.0,1325.0,1084.0,1533.0,1222.0,1539.0,2321.0,4037.0,5186.0,5050.0,4683.0,2787.0,5103.0,4392.0,4478.0,4830.0,6382.0,6491.0,4860.0,7893.0,5435.0,41060.0,18317.0,109.0,13.0,20.0,5.0,15.0,39.0,46.0,40.0,48.0,89.0,87.0,124.0,237.0,391.0,266.0,198.0,719.0,535.0,527.0,611.0,521.0,713.0,576.0,837.0,597.0,2800.0,14.0,1.0,,,,,1.0,,,,1.0,,2.0,,2.0,25,151875,651.0,3387.0,24.0,50.0,357.0,2.0,11.0,26.0,,47.0,42.0,37.0,2410.0,45106.0,5187.0,17985.0,9388.0,3500.0,17344.0,1098.0,2458.0,3031.0,418.0,741.0,356.0,384.0,400.0,469.0,548.0,615.0,659.0,552.0,523.0,599.0,1213.0,1116.0,504.0,750.0,1339.0,4613.0,1635.0,1791.0,1712.0,3385.0,7139.0,1147.0,521.0,2746.0,123.0,187.0,153.0,52.0,87.0,26.0,29.0,44.0,35.0,43.0,39.0,56.0,57.0,84.0,39.0,23.0,29.0,14.0,31.0,100.0,114.0,83.0,133.0,75.0,103.0,342.0,98.0,160.0,1993.0,17.0,74.0,44.0,7.0,6.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,,7.0,1.0,21,1643.0,1619.0,3233.0,6766.0,132.0,69.0,98.0,335.0,103.0,3.0,12.0,10.0,111.0,13710.0,,,7789.0,2390.0,9094.0,917.0,1993.0,2843.0,353.0,643.0,326.0,349.0,349.0,428.0,501.0,566.0,594.0,489.0,435.0,560.0,1164.0,1071.0,486.0,695.0,1228.0,4403.0,1532.0,909.0,322.0,1714.0,101.0,120.0,106.0,35.0,73.0,19.0,23.0,36.0,32.0,32.0,34.0,51.0,56.0,75.0,34.0,19.0,26.0,11.0,28.0,95.0,114.0,79.0,6.0,4.0,22.0,3084.0,2.0,3.0,3.0,5.0,2.0,,,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-621901,38.0,5.0,7.0,,14.0,14.0,2.0,732.0,21.0,,234723,27523.0,181358.0,2540.0,41593.0,1184.0,157389.0,4504.0,36854.0,12710.0,156019.0,48271.0,25.0,736.0,385.0,181613.0,41592.0,178805.0,42.0,1.0,53.0,665.0,809.0,21.0,21.0,3552.0,2982.0,90000,2272.0,2000.0,8764.0,592.0,364.0,1391.0,611.0,1460.0,996.0,875.0,1085.0,1730.0,2678.0,3147.0,2706.0,2047.0,2911.0,3149.0,3167.0,4209.0,6106.0,6367.0,7016.0,12168.0,12371.0,81858.0,27893.0,127.0,27.0,1.0,4.0,14.0,8.0,30.0,32.0,37.0,44.0,19.0,46.0,73.0,114.0,143.0,108.0,251.0,222.0,279.0,315.0,583.0,710.0,586.0,1392.0,1355.0,6273.0,16.0,,,,,1.0,,3.0,,,,,6.0,3.0,6.0,25,151875,809.0,2982.0,12.0,15.0,409.0,2.0,2.0,47.0,,23.0,21.0,19.0,3545.0,39949.0,4140.0,14031.0,2650.0,2633.0,15756.0,1374.0,2381.0,4079.0,148.0,205.0,136.0,182.0,201.0,261.0,285.0,314.0,433.0,375.0,464.0,534.0,736.0,1065.0,566.0,517.0,788.0,4389.0,1292.0,1399.0,1268.0,2847.0,10842.0,207.0,381.0,3466.0,197.0,149.0,231.0,13.0,15.0,6.0,12.0,10.0,5.0,11.0,12.0,52.0,24.0,20.0,19.0,12.0,25.0,14.0,18.0,31.0,44.0,56.0,66.0,54.0,60.0,193.0,101.0,159.0,999.0,7.0,61.0,125.0,,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,21,1316.0,1203.0,2761.0,10578.0,66.0,54.0,58.0,189.0,107.0,3.0,6.0,17.0,275.0,9644.0,,,2047.0,1719.0,9411.0,1159.0,1974.0,3753.0,134.0,186.0,127.0,163.0,187.0,247.0,267.0,295.0,376.0,343.0,436.0,503.0,714.0,1021.0,543.0,486.0,753.0,4278.0,1221.0,151.0,220.0,2367.0,183.0,110.0,170.0,11.0,11.0,5.0,9.0,8.0,5.0,11.0,12.0,52.0,24.0,20.0,17.0,12.0,24.0,12.0,18.0,29.0,44.0,56.0,3.0,1.0,16.0,4971.0,2.0,5.0,4.0,4.0,5.0,,,1.0,,2.0,3.0,1.0,1.0,1.0,,1.0,,4.0,,,,,,,
